Date,Time,Open,High,Low,Close,Vol,Dev,M5,Highest,Manual_Highest,,Lowest,Manual_Lowest,Total_Vol,Price_Level,One_L,One_H,One_V,One_R,One_T,Two_L,Two_H,Two_V,Two_R,Two_T,Three_L,Three_H,Three_V,Three_R,Three_T,Four_L,Four_H,Four_V,Four_R,Four_T,Five_L,Five_H,Five_V,Five_R,Five_T,Six_L,Six_H,Six_V,Six_R,Six_T,Seven_L,Seven_H,Seven_V,Seven_R,Seven_T,Eight_L,Eight_H,Eight_V,Eight_R,Eight_T,Nine_L,Nine_H,Nine_V,Nine_R,Nine_T,Ten_L,Ten_H,Ten_V,Ten_R,Ten_T
2020-03-11 15:00:00+00:00,2020-03-11T15:00:00.000000000Z,1.13069,1.13092,1.12575,1.128335,17096,0.00517,1.132442,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11 16:00:00+00:00,2020-03-11T16:00:00.000000000Z,1.128,1.12809,1.12604,1.127065,12952,0.00205,1.131234,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11 17:00:00+00:00,2020-03-11T17:00:00.000000000Z,1.12686,1.12886,1.12667,1.127765,11757,0.00219,1.130015,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11 18:00:00+00:00,2020-03-11T18:00:00.000000000Z,1.12846,1.1288,1.12718,1.12799,10072,0.00162,1.128784,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11 19:00:00+00:00,2020-03-11T19:00:00.000000000Z,1.12818,1.12829,1.12688,1.127585,11637,0.00141,1.127748,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11 20:00:00+00:00,2020-03-11T20:00:00.000000000Z,1.12728,1.12798,1.12686,1.12742,2383,0.00112,1.127565,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11 21:00:00+00:00,2020-03-11T21:00:00.000000000Z,1.12697,1.12697,1.12511,1.12604,574,0.00186,1.12736,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11 22:00:00+00:00,2020-03-11T22:00:00.000000000Z,1.12601,1.12666,1.12547,1.126065,1289,0.00119,1.12702,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11 23:00:00+00:00,2020-03-11T23:00:00.000000000Z,1.12591,1.12631,1.12544,1.125875,1257,0.00087,1.126597,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 00:00:00+00:00,2020-03-12T00:00:00.000000000Z,1.12614,1.12764,1.12596,1.1268,2026,0.00168,1.12644,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 01:00:00+00:00,2020-03-12T01:00:00.000000000Z,1.12715,1.13338,1.12666,1.13002,10825,0.00672,1.12696,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 02:00:00+00:00,2020-03-12T02:00:00.000000000Z,1.13192,1.13319,1.13059,1.13189,6040,0.0026,1.12813,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 03:00:00+00:00,2020-03-12T03:00:00.000000000Z,1.13212,1.13212,1.13078,1.13145,2443,0.00134,1.129207,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 04:00:00+00:00,2020-03-12T04:00:00.000000000Z,1.13131,1.13134,1.12856,1.12995,3613,0.00278,1.130022,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 05:00:00+00:00,2020-03-12T05:00:00.000000000Z,1.12962,1.12992,1.12914,1.12953,2044,0.00078,1.130568,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 06:00:00+00:00,2020-03-12T06:00:00.000000000Z,1.12932,1.12977,1.12856,1.129165,4740,0.00121,1.130397,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 07:00:00+00:00,2020-03-12T07:00:00.000000000Z,1.12928,1.13198,1.12892,1.13045,12842,0.00306,1.130109,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 08:00:00+00:00,2020-03-12T08:00:00.000000000Z,1.13117,1.1313,1.1254,1.12835,13176,0.0059,1.129489,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 09:00:00+00:00,2020-03-12T09:00:00.000000000Z,1.12678,1.12779,1.12374,1.125765,9914,0.00405,1.128652,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 10:00:00+00:00,2020-03-12T10:00:00.000000000Z,1.12446,1.12458,1.12274,1.12366,9599,0.00184,1.127478,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 11:00:00+00:00,2020-03-12T11:00:00.000000000Z,1.12336,1.1243,1.12116,1.12273,8773,0.00314,1.126191,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 12:00:00+00:00,2020-03-12T12:00:00.000000000Z,1.12374,1.13015,1.11981,1.12498,25419,0.01034,1.125097,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 13:00:00+00:00,2020-03-12T13:00:00.000000000Z,1.12155,1.12536,1.12108,1.12322,17786,0.00428,1.124071,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 14:00:00+00:00,2020-03-12T14:00:00.000000000Z,1.1239,1.1239,1.11312,1.11851,26995,0.01078,1.12262,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 15:00:00+00:00,2020-03-12T15:00:00.000000000Z,1.11448,1.11488,1.10804,1.11146,25390,0.00684,1.12018,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 16:00:00+00:00,2020-03-12T16:00:00.000000000Z,1.10818,1.11644,1.10554,1.11099,21949,0.0109,1.117832,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 17:00:00+00:00,2020-03-12T17:00:00.000000000Z,1.11458,1.11964,1.11444,1.11704,19769,0.0052,1.116244,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 18:00:00+00:00,2020-03-12T18:00:00.000000000Z,1.11858,1.12168,1.11634,1.11901,12113,0.00534,1.115402,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 19:00:00+00:00,2020-03-12T19:00:00.000000000Z,1.11778,1.12021,1.11708,1.118645,7936,0.00313,1.115429,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 20:00:00+00:00,2020-03-12T20:00:00.000000000Z,1.1181,1.12264,1.11603,1.119335,5015,0.00661,1.117004,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 21:00:00+00:00,2020-03-12T21:00:00.000000000Z,1.11858,1.12088,1.1162,1.11854,707,0.00468,1.118514,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 22:00:00+00:00,2020-03-12T22:00:00.000000000Z,1.1169,1.11872,1.1168,1.11776,3018,0.00192,1.118658,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12 23:00:00+00:00,2020-03-12T23:00:00.000000000Z,1.1177,1.11888,1.11752,1.1182,1034,0.00136,1.118496,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13 00:00:00+00:00,2020-03-13T00:00:00.000000000Z,1.11828,1.1183,1.11524,1.11677,5204,0.00306,1.118121,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13 01:00:00+00:00,2020-03-13T01:00:00.000000000Z,1.1167,1.11886,1.1166,1.11773,3045,0.00226,1.1178,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13 02:00:00+00:00,2020-03-13T02:00:00.000000000Z,1.11866,1.12076,1.11768,1.11922,4533,0.00308,1.117936,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13 03:00:00+00:00,2020-03-13T03:00:00.000000000Z,1.1207,1.12179,1.11901,1.1204,5043,0.00278,1.118464,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13 04:00:00+00:00,2020-03-13T04:00:00.000000000Z,1.12138,1.12213,1.12051,1.12132,3085,0.00162,1.119088,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13 05:00:00+00:00,2020-03-13T05:00:00.000000000Z,1.12189,1.12206,1.1195,1.12078,4133,0.00256,1.11989,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13 06:00:00+00:00,2020-03-13T06:00:00.000000000Z,1.12024,1.12096,1.11904,1.12,6625,0.00192,1.120344,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13 07:00:00+00:00,2020-03-13T07:00:00.000000000Z,1.11988,1.12086,1.11624,1.11855,14466,0.00462,1.12021,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13 08:00:00+00:00,2020-03-13T08:00:00.000000000Z,1.11818,1.12144,1.11759,1.119515,9420,0.00385,1.120033,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13 09:00:00+00:00,2020-03-13T09:00:00.000000000Z,1.12075,1.12078,1.1161,1.11844,6208,0.00468,1.119457,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13 10:00:00+00:00,2020-03-13T10:00:00.000000000Z,1.11654,1.11732,1.11533,1.116325,6123,0.00199,1.118566,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13 11:00:00+00:00,2020-03-13T11:00:00.000000000Z,1.11592,1.11755,1.11396,1.115755,7661,0.00359,1.117717,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13 12:00:00+00:00,2020-03-13T12:00:00.000000000Z,1.11548,1.11866,1.11093,1.114795,18206,0.00773,1.116966,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
